.meta.slug,.book_state,.title,.salesforce_abbreviation,.salesforce_name,.salesforce_book_id,.publish_date,.created,.updated,.book_subjects[0].subject_name,.is_ap,.cover_url,.title_image_url,.cover_color,.book_cover_text_color,.reverse_gradient,.print_isbn_10,.print_isbn_13,.print_softcover_isbn_10,.print_softcover_isbn_13,.digital_isbn_10,.digital_isbn_13,.ibook_isbn_10,.ibook_isbn_13,.ibook_volume_2_isbn_10,.ibook_volume_2_isbn_13,.license_url,.high_resolution_pdf_url,.low_resolution_pdf_url,.community_resource_url,.community_resource_feature_link_url,.community_resource_feature_text,.ibook_link,.ibook_link_volume_2,.webview_link,.webview_rex_link,.enable_study_edge,.bookshare_link,.amazon_coming_soon,.amazon_link,.kindle_link,.chegg_link,.bookstore_coming_soon,.comp_copy_available,.tutor_marketing_book,.last_updated_pdf,.adoptions,.savings,.cnx_id,.description
"principles-microeconomics-2e","deprecated","Principles of Microeconomics 2e","Micro Econ","Principles of Microeconomics 2e",,"2017-09-15","2017-06-28T11:04:58.451000-05:00","2022-06-27T11:21:00-05:00","Social Sciences",false,"https://assets.openstax.org/oscms-prodcms/media/documents/micro_economics_2e.svg","https://assets.openstax.org/oscms-prodcms/media/documents/Head_PrinciplesMicroeconomics2e.svg","gray","yellow",false,"1-947172-34-4","978-1-947172-34-0",,"978-1-50669-987-5","1-947172-35-2","978-1-947172-35-7","1-947172-49-2","978-1-947172-49-4",,,"https://creativecommons.org/licenses/by/4.0/","https://assets.openstax.org/oscms-prodcms/media/documents/Microeconomics2e-OP.pdf",,"https://www.oercommons.org/groups/openstax-principles-of-microeconomics/1059/?__hub_id=27",,"","https://itunes.apple.com/us/book/principles-of-microeconomics-2e/id1344964192?ls=1&mt=13","","https://cnx.org/contents/5c09762c-b540-47d3-9541-dda1f44f16e5","https://openstax.org/books/principles-microeconomics-2e/pages/1-introduction",true,"",false,"https://buyprint.openstax.org/principles-microeconomics-2e","https://amzn.to/3qiVNYU",,false,false,false,,,,"5c09762c-b540-47d3-9541-dda1f44f16e5","<p data-block-key=""8hpfk""><i>Principles of Microeconomics 2e</i> covers the scope and sequence of most introductory microeconomics courses. The text includes many current examples, which are handled in a politically equitable way. The outcome is a balanced approach to the theory and application of economics concepts. The second edition has been thoroughly revised to increase clarity, update data and current event impacts, and incorporate the feedback from many reviewers and adopters.<br/></p><p data-block-key=""9bu3c"">Changes made in <i>Principles of Microeconomics 2e</i> are described in the preface and the transition guide to help instructors transition to the second edition. The first edition of <i>Principles of Microeconomics</i> by OpenStax is available in web view <a href=""https://openstax.org/books/principles-microeconomics/pages/1-introduction"">here</a>.</p>"
"principles-microeconomics-3e","live","Principles of Microeconomics 3e",,,,"2022-12-14","2022-12-01T16:30:30.648000-06:00","2023-01-26T10:43:00-06:00","Social Sciences",false,"https://assets.openstax.org/oscms-prodcms/media/documents/principles-microeconomics-3e-web-card.svg","https://assets.openstax.org/oscms-prodcms/media/documents/principles-microeconomics-3e-title-card.svg","blue","yellow_white",false,,"978-1-711471-49-5",,"978-1-711471-50-1",,"978-1-951693-65-7",,,,,"https://creativecommons.org/licenses/by/4.0/","https://assets.openstax.org/oscms-prodcms/media/documents/Microeconomics3e-WEB.pdf",,"https://www.oercommons.org/groups/openstax-principles-of-microeconomics/1059/?__hub_id=27",,"","","","https://cnx.org/contents/759181db-a886-4a98-8f5c-770a83a78832","https://openstax.org/books/principles-microeconomics-3e/pages/1-introduction",false,"",false,"","",,false,false,false,,,,"759181db-a886-4a98-8f5c-770a83a78832","<p data-block-key=""n1rds""><i>Principles of Microeconomics 3e</i> covers the scope and sequence of most one semester introductory microeconomics courses. The third edition takes a balanced approach to the theory and application of microeconomics concepts. The text uses conversational language and ample illustrations to explore economic theories, and provides a wide array of examples using both fictional and real-world applications. The third edition has been carefully and thoroughly updated to reflect recent developments, as well as to provide a deeper background in diverse contributors and their impacts on economic thought and analysis. For example, the third edition highlights the research and views of a broader group of economists.</p><p data-block-key=""ap84j"">A fuller list of changes made in <i>Principles of Microeconomics 3e</i> are described in the preface and the transition guide to help instructors transition to the third edition.</p>"
"principles-microeconomics-ap-courses","retired","Principles of Microeconomics for AP® Courses","AP Micro Econ","Principles of Microeconomics for AP® Courses",,"2015-08-18","2016-03-09T10:02:43.384000-06:00","2019-10-14T15:40:00-05:00",,true,"https://assets.openstax.org/oscms-prodcms/media/documents/micro_economics_AP_2vxFCOM.svg","https://assets.openstax.org/oscms-prodcms/media/documents/Head_PrinciplesMicroeconomicsAP_1_5yyznBa.svg","gray","yellow",false,"193816895X","978-1-938168-95-6",,,"1-947172-32-8","978-1-947172-32-6",,,,,"https://creativecommons.org/licenses/by/4.0/","https://assets.openstax.org/oscms-prodcms/media/documents/PrinciplesofMicroeconomicsforAPCourses-OP.pdf","https://assets.openstax.org/oscms-prodcms/media/documents/PrinciplesofMicroeconomicsforAPCourses-LR.pdf","https://www.oercommons.org/groups/openstax-principles-of-microeconomics-for-ap-cours/1049/?__hub_id=27",,"","","","https://cnx.org/contents/ca344e2d-6731-43cd-b851-a7b3aa0b37aa","",false,"",false,"","https://amzn.to/38DYAWs",,false,false,false,,,,"ca344e2d-6731-43cd-b851-a7b3aa0b37aa","<p><i>Principles of Microeconomics for AP</i><i><sup>®</sup></i><i> Courses</i> covers scope and sequence requirements for an Advanced Placement<sup>®</sup> microeconomics course and is listed on the <a href=""http://www.collegeboard.com/html/apcourseaudit/courses/microeconomics_textbook_list.html"">College Board’s AP</a><sup>®</sup> example textbook list. The text includes many current examples, which are presented in a politically equitable way. The outcome is a balanced approach to the theory and application of economics concepts.</p><p><br/><i>Principles of Microeconomics for AP</i><i><sup>®</sup></i><i> Courses</i> PDF and web view versions have been updated to include current FRED (Federal Reserve Economic) data.</p><p></p><p>Changes made in <i>Principles of Microeconomics for AP® Courses 2e</i> are described in the preface and the transition guide to help instructors transition to the second edition. The first edition of <i>Principles of Microeconomics for AP® Courses</i> by OpenStax is available in web view <a href=""http://cnx.org/contents/ca344e2d-6731-43cd-b851-a7b3aa0b37aa"">here</a>.</p>"
"principles-microeconomics-ap-courses-2e","new_edition_available","Principles of Microeconomics for AP® Courses 2e","AP Micro Econ","Principles of Microeconomics for AP Courses",,"2017-11-29","2017-11-29T11:02:30.943000-06:00","2021-07-27T15:07:00-05:00","Social Sciences",true,"https://assets.openstax.org/oscms-prodcms/media/documents/APMicroeconomics2e-bookcard.svg","https://assets.openstax.org/oscms-prodcms/media/documents/Head_PrinciplesMicroeconomics2eAP.svg","yellow","yellow",false,"1-947172-44-1","978-1-947172-44-9",,,"1-947172-45-X","978-1-947172-45-6",,,,,"https://creativecommons.org/licenses/by/4.0/","https://assets.openstax.org/oscms-prodcms/media/documents/APMicroeconomics2e-OP_0CGY3xk.pdf",,"https://www.oercommons.org/groups/openstax-principles-of-microeconomics/1059/?__hub_id=27",,"","","","https://cnx.org/contents/636cbfd9-4e37-4575-83ab-9dec9029ca4e","https://openstax.org/books/principles-microeconomics-ap-courses-2e/pages/1-introduction",true,"",false,"https://www.amazon.com/Principles-Microeconomics-Courses-OpenStax-paperback/dp/1593998805","https://amzn.to/38DYAWs",,false,false,false,,,,"636cbfd9-4e37-4575-83ab-9dec9029ca4e","<p data-block-key=""qt949""><i>Principles of Microeconomics for AP</i><i><sup>®</sup></i><i> Courses 2e</i> covers the scope and sequence requirements for an Advanced Placement<sup>®</sup> microeconomics course and is listed on the <a href=""https://cb.collegeboard.org/ap-course-audit/courses/microeconomics_textbook_list.html"">College Board’s AP® example textbook list</a>. The second edition includes many current examples and recent data from FRED (Federal Reserve Economic Data), which are presented in a politically equitable way. The outcome is a balanced approach to the theory and application of economics concepts.</p><p data-block-key=""xufcy""><br/>The second edition was developed with significant feedback from current users. In nearly all chapters, it follows the same basic structure of the first edition. General descriptions of the edits are provided in the preface, and a chapter-by-chapter transition guide is available for instructors. The first edition of <i>Principles of Microeconomics for AP® Courses</i> by OpenStax is available in web view <a href=""https://openstax.org/books/principles-microeconomics-ap-courses/pages/1-introduction"">here</a>.</p>"
"psychologia-polska","live","Psychologia",,,,"2020-12-17","2020-10-21T10:57:08.693000-05:00","2020-12-17T10:52:00-06:00","Social Sciences",false,"https://assets.openstax.org/oscms-prodcms/media/documents/psychologia_web_card_IbdOQGw.svg","https://assets.openstax.org/oscms-prodcms/media/documents/psychologia_title_card.svg","deep-green","white",false,,,,,,"978-83-948838-8-1",,,,,"https://creativecommons.org/licenses/by/4.0/","https://assets.openstax.org/oscms-prodcms/media/documents/Psychologia_OENL2rt.pdf",,"",,"","","","https://cnx.org/contents/728df0bb-e07f-489d-91e3-4734a5932f92","https://openstax.org/books/psychologia-polska/pages/1-wprowadzenie",false,"",false,"","",,false,true,false,,,7937,"728df0bb-e07f-489d-91e3-4734a5932f92","<p data-block-key=""a4iiv""></p><p data-block-key=""v3d15""><i>Psychologia</i> powstała z myślą o studentach jednosemestralnego kursu wstęp do psychologii. Podręcznik jest obszernym omówieniem wszystkich podstawowych zagadnień w ujęciu klasycznym z uwzględnieniem wiedzy najnowszej. Książka zawiera również opis zaburzeń psychicznych i wprowadza terminologię zgodną z DSM-5 oraz ICD. Wydanie jest polską adaptacją wydania drugiego aktualizowanego <i>Psychology 2e</i> OpenStax.</p><p data-block-key=""ycjpp"">Publikacja została dostosowana do potrzeb polskich studentów i wymogów na uczelniach w Polsce. Uwzględniona została potrzeba lokalizacji kulturowej. Szersze modyfikacje wprowadzono w rozdziałach „Badania”, „Emocje i motywacje”, „Osobowość” oraz „Psychologia społeczna”, a rozdział poświęcony psychologii pracy i organizacji został stworzony w całości na potrzeby polskiego czytelnika.</p>"
"psychology","retired","Psychology","Psychology","Psychology",,"2014-12-08","2016-03-09T09:58:52.118000-06:00","2021-04-09T09:18:00-05:00","Social Sciences",false,"https://assets.openstax.org/oscms-prodcms/media/documents/psychology.svg","https://assets.openstax.org/oscms-prodcms/media/documents/Head_Psychology.svg","green","yellow",false,"1938168356","978-1-938168-35-2",,"978-1-50669-818-2","1-947172-07-7","978-1-947172-07-4","1-938168-94-1","978-1-938168-94-9",,,"https://creativecommons.org/licenses/by/4.0/","https://assets.openstax.org/oscms-prodcms/media/documents/Psychology-OP.pdf",,"https://www.oercommons.org/groups/openstax-psychology/1060/?__hub_id=27","https://assets.openstax.org/oscms-prodcms/media/documents/Chapter_3.pdf","OpenStax Psychology Chapter 3 summary","https://itunes.apple.com/us/book/id1049034194","","https://cnx.org/contents/4abf04bf-93a0-45c3-9cbc-2cefd46e68cc","https://openstax.org/books/psychology/pages/1-introduction",true,"",false,"https://buyprint.openstax.org/psychology","https://www.amazon.com/Psychology-Rose-M-Spielman-ebook/dp/B075FG7X5K/ref=sr_1_2?s=digital-text&ie=UTF8&qid=1508861386&sr=1-2",,false,true,false,,2003,182223633,"4abf04bf-93a0-45c3-9cbc-2cefd46e68cc","<p data-block-key=""jea23""><i>Psychology</i> is designed to meet scope and sequence requirements for the single-semester introduction to psychology course. The book offers a comprehensive treatment of core concepts, grounded in both classic studies and current and emerging research. The text also includes coverage of the DSM-5 in examinations of psychological disorders. <i>Psychology</i> incorporates discussions that reflect the diversity within the discipline, as well as the diversity of cultures and communities across the globe.</p>"
"psychology-2e","live","Psychology 2e","Psychology","Psychology",,"2020-04-22","2020-03-25T15:23:35.960000-05:00","2023-03-15T13:17:09.191809-05:00","Social Sciences",false,"https://assets.openstax.org/oscms-prodcms/media/documents/psychology_2e_web_card_Nic1ENA.svg","https://assets.openstax.org/oscms-prodcms/media/documents/psychology_2e_EGVEQSI.svg","deep-green","white",false,,"978-1-975076-45-0",,"978-1-975076-44-3",,"978-1-951693-23-7",,,,,"https://creativecommons.org/licenses/by/4.0/","https://assets.openstax.org/oscms-prodcms/media/documents/Psychology2e_WEB.pdf",,"https://www.oercommons.org/groups/openstax-psychology/1060/5455/?&__hub_id=27",,"","","","https://cnx.org/contents/06aba565-9432-40f6-97ee-b8a361f118a8","https://openstax.org/books/psychology-2e/pages/1-introduction",false,"",false,"https://www.amazon.com/Psychology-OpenStax-hardcover-version-color/dp/1975076451","",,false,false,true,,2059,185213927,"06aba565-9432-40f6-97ee-b8a361f118a8","<p data-block-key=""nsogo""><i>Psychology 2e</i> is designed to meet scope and sequence requirements for the single-semester introduction to psychology course. The book offers a comprehensive treatment of core concepts, grounded in both classic studies and current and emerging research. The text also includes coverage of the DSM-5 in examinations of psychological disorders. Psychology incorporates discussions that reflect the diversity within the discipline, as well as the diversity of cultures and communities across the globe.</p><p data-block-key=""0125l""><br/>The second edition contains detailed updates to address comments and suggestions from users. Significant improvements and additions were made in the areas of research currency, diversity and representation, and the relevance and recency of the examples. Many concepts were expanded or clarified, particularly through the judicious addition of detail and further explanation where necessary. Finally, the authors addressed the replication issues in the psychology discipline, both in the research chapter and where appropriate throughout the book.<br/></p><p data-block-key=""v9m44"">Changes made in <i>Psychology 2e</i> are described in the preface to help instructors transition to the second edition. The first edition of <i>Psychology</i> by OpenStax is available in web view <a href=""https://openstax.org/books/psychology/pages/1-introduction"">here</a>.</p>"
"statistics","live","Statistics","HS Statistics","HS Statistics",,"2020-03-27","2020-03-20T16:40:36.768000-05:00","2023-01-18T15:59:00-06:00","Math",false,"https://assets.openstax.org/oscms-prodcms/media/documents/high_school_statistics_web_card.svg","https://assets.openstax.org/oscms-prodcms/media/documents/high_school_statistics.svg","yellow","green",false,,"978-1-975076-53-5",,"978-1-975076-52-8",,"978-1-951693-22-0",,,,,"https://creativecommons.org/licenses/by/4.0/","https://assets.openstax.org/oscms-prodcms/media/documents/Statistics-WEB.pdf",,"https://www.oercommons.org/groups/openstax-statistics/4826/?__hub_id=27",,"","","","https://cnx.org/contents/394a1101-fd8f-4875-84fa-55f15b06ba66","https://openstax.org/books/statistics/pages/1-introduction",false,"",false,"https://www.amazon.com/dp/1975076532/","",,false,true,false,,131,2051528,"394a1101-fd8f-4875-84fa-55f15b06ba66","<p data-block-key=""zsa89"">This <i>Statistics</i> resource was developed under the guidance and support of experienced high school teachers and subject matter experts. It is presented here in multiple formats: PDF, online, and low-cost print. <i>Statistics</i> offers instruction in grade-level appropriate concepts and skills in a logical, engaging progression that begins with sampling and data and covers topics such as probability, random variables, the normal distribution, and hypothesis testing. This content was developed with students in mind, incorporating statistics labs, worked exercises, and additional opportunities for assessment that incorporate real-world statistical applications. For instructors, resources are available to support the implementation of the Statistics textbook, including a Getting Started Guide, direct instruction presentations, and a solutions manual.</p>"
"college-physics-ap-courses","deprecated","The AP Physics Collection","AP Physics","AP Physics",,"2015-08-12","2016-03-09T10:01:26.011000-06:00","2023-02-17T09:24:00-06:00","Science",true,"https://assets.openstax.org/oscms-prodcms/media/documents/college_physics_for_ap_course_book_card.svg","https://assets.openstax.org/oscms-prodcms/media/documents/Head_CollegePhysicsAP.svg","blue","yellow",false,"1-938168-93-3","978-1-938168-93-2",,,"1-947172-17-4","978-1-947172-17-3",,,,,"https://creativecommons.org/licenses/by/4.0/","https://assets.openstax.org/oscms-prodcms/media/documents/APCollegePhysics-OP_js6ZFp7.pdf",,"https://www.oercommons.org/groups/openstax-college-physics-for-ap-courses/1055/?__hub_id=27",,"","https://itunes.apple.com/us/book/college-physics-for-ap-courses/id1101270869","https://itunes.apple.com/us/book/college-physics-for-ap-courses/id1101311472","https://cnx.org/contents/8d04a686-d5e8-4798-a27d-c608e4d0e187","https://openstax.org/books/college-physics-ap-courses/pages/1-connection-for-ap-r-courses",true,"",false,"https://buyprint.openstax.org/college-physics-ap-courses","https://amzn.to/3bFvCYb",,false,true,true,,1501,23014032,"8d04a686-d5e8-4798-a27d-c608e4d0e187","<p data-block-key=""lh19k"">The <i>AP Physics Collection</i> is a free, turnkey solution for your AP<sup>®</sup> Physics course, brought to you through a collaboration between OpenStax and Rice Online Learning. The integrated collection features the OpenStax <i>College Physics for AP</i><i><sup>®</sup></i><i> Courses</i> text, Concept Trailer videos, instructional videos, problem solution videos, and a correlation guide to help you align all of your free content.<br/><br/>The <i>College Physics for AP</i><i><sup>®</sup></i><i> Courses</i> text is designed to engage students in their exploration of physics and help them apply these concepts to the Advanced Placement<sup>®</sup> test. This book is Learning List-approved for AP<sup>®</sup> Physics courses.</p><p data-block-key=""3c9um""><b>Creators of Rice Online Learning instructional videos and problem solution videos:<br/></b> Jason Hafner,<br/> Gigi Nevils-Noe, and<br/> Matt Wilson</p>"
"university-physics-volume-1","live","University Physics Volume 1","University Physics (Calc)","University Physics",,"2016-09-19","2016-04-22T12:13:50.442000-05:00","2023-02-09T09:26:00-06:00","Science",false,"https://assets.openstax.org/oscms-prodcms/media/documents/university_physics-v1.png","https://assets.openstax.org/oscms-prodcms/media/documents/Head_UniversityPhysicsV1_2.svg","green","yellow",false,"1-938168-27-5","978-1-938168-27-7",,"978-1-50669-817-5","1-947172-20-4","978-1-947172-20-3","1-947172-15-8","978-1-947172-15-9",,,"https://creativecommons.org/licenses/by/4.0/","https://assets.openstax.org/oscms-prodcms/media/documents/UniversityPhysicsVol1-WEB.pdf",,"https://www.oercommons.org/groups/openstax-university-physics/1713/?__hub_id=27",,"","https://itunes.apple.com/us/book/id1229720131","","https://cnx.org/contents/d50f6e32-0fda-46ef-a362-9bd36ca7c97d","https://openstax.org/books/university-physics-volume-1/pages/1-introduction",true,"",false,"https://buyprint.openstax.org/university-physics-volume-1","https://amzn.to/35Dls6G",,false,true,false,,,,"d50f6e32-0fda-46ef-a362-9bd36ca7c97d","<p data-block-key=""ae4j7""><i>University Physics</i> is a three-volume collection that meets the scope and sequence requirements for two- and three-semester calculus-based physics courses. <i>Volume 1</i> covers mechanics, sound, oscillations, and waves. <a href=""https://openstax.org/details/books/university-physics-volume-2""><i>Volume 2</i></a> covers thermodynamics, electricity and magnetism, and <a href=""https://openstax.org/details/books/university-physics-volume-3""><i>Volume 3</i></a> covers optics and modern physics. This textbook emphasizes connections between theory and application, making physics concepts interesting and accessible to students while maintaining the mathematical rigor inherent in the subject. Frequent, strong examples focus on how to approach a problem, how to work with the equations, and how to check and generalize the result.<br/></p>"
"university-physics-volume-2","live","University Physics Volume 2","University Physics (Calc)","University Physics",,"2016-10-06","2016-04-22T12:13:50.442000-05:00","2023-01-17T19:15:00-06:00","Science",false,"https://assets.openstax.org/oscms-prodcms/media/documents/university_physics-v2.png","https://assets.openstax.org/oscms-prodcms/media/documents/Head_UniversityPhysicsV2_3NaeJFA.svg","green","yellow",false,"1-938168-16-X","978-1-938168-16-1",,"978-1-50669-816-8","1-947172-21-2","978-1-947172-21-0","1-947172-27-1","978-1-947172-27-2",,,"https://creativecommons.org/licenses/by/4.0/","https://assets.openstax.org/oscms-prodcms/media/documents/UniversityPhysicsVolume2-WEB_5eNhMSa.pdf",,"https://www.oercommons.org/groups/openstax-university-physics/1713/?__hub_id=27",,"","http://itunes.apple.com/us/book/id1247647986","","https://cnx.org/contents/7a0f9770-1c44-4acd-9920-1cd9a99f2a1e","https://openstax.org/books/university-physics-volume-2/pages/1-introduction",true,"",false,"https://buyprint.openstax.org/university-physics-volume-2","https://amzn.to/3sutskn",,false,true,false,,,,"7a0f9770-1c44-4acd-9920-1cd9a99f2a1e","<p data-block-key=""uqipz""><i>University Physics</i> is a three-volume collection that meets the scope and sequence requirements for two- and three-semester calculus-based physics courses. <a href=""https://openstax.org/details/books/university-physics-volume-1""><i>Volume 1</i></a> covers mechanics, sound, oscillations, and waves. <i>Volume 2</i> covers thermodynamics, electricity and magnetism, and <a href=""https://openstax.org/details/books/university-physics-volume-3""><i>Volume 3</i></a> covers optics and modern physics. This textbook emphasizes connections between theory and application, making physics concepts interesting and accessible to students while maintaining the mathematical rigor inherent in the subject. Frequent, strong examples focus on how to approach a problem, how to work with the equations, and how to check and generalize the result.<br/></p>"
"university-physics-volume-3","live","University Physics Volume 3","University Physics (Calc)","University Physics",,"2016-09-29","2016-04-22T12:13:50.442000-05:00","2023-03-03T14:21:00-06:00","Science",false,"https://assets.openstax.org/oscms-prodcms/media/documents/university_physics-v3.png","https://assets.openstax.org/oscms-prodcms/media/documents/Head_UniversityPhysicsV3_xJ4BIjF.svg","green","yellow",false,"1-938168-18-6","978-1-938168-18-5",,"978-1-50669-825-0","1-947172-22-0","978-1-947172-22-7","1-947172-33-6","978-1-947172-33-3",,,"https://creativecommons.org/licenses/by/4.0/","https://assets.openstax.org/oscms-prodcms/media/documents/UniversityPhysicsVolume3-WEB.pdf",,"https://www.oercommons.org/groups/openstax-university-physics/1713/?__hub_id=27",,"","https://itunes.apple.com/us/book/id1262490437","","https://cnx.org/contents/af275420-6050-4707-995c-57b9cc13c358","https://openstax.org/books/university-physics-volume-3/pages/1-introduction",true,"",false,"https://buyprint.openstax.org/university-physics-volume-3","https://amzn.to/3bADslT",,false,true,false,,,,"af275420-6050-4707-995c-57b9cc13c358","<p data-block-key=""xo9b3""><i>University Physics</i> is a three-volume collection that meets the scope and sequence requirements for two- and three-semester calculus-based physics courses. <a href=""https://openstax.org/details/books/university-physics-volume-1""><i>Volume 1</i></a> covers mechanics, sound, oscillations, and waves. <a href=""https://openstax.org/details/books/university-physics-volume-2""><i>Volume 2</i></a> covers thermodynamics, electricity, and magnetism, and <i>Volume 3</i> covers optics and modern physics. This textbook emphasizes connections between theory and application, making physics concepts interesting and accessible to students while maintaining the mathematical rigor inherent in the subject. Frequent, strong examples focus on how to approach a problem, how to work with the equations, and how to check and generalize the result.</p>"
"us-history","live","U.S. History","US History","U.S. History",,"2014-12-30","2016-03-09T09:58:19.629000-06:00","2023-03-06T12:30:00-06:00","Humanities",false,"https://assets.openstax.org/oscms-prodcms/media/documents/US_history.svg","https://assets.openstax.org/oscms-prodcms/media/documents/Head_USHistory.svg","blue","yellow",false,"1938168364","978-1-938168-36-9",,"978-150669-815-1","1-947172-08-5","978-1-947172-08-1","1-938168-98-4","978-1-938168-98-7",,,"https://creativecommons.org/licenses/by/4.0/","https://assets.openstax.org/oscms-prodcms/media/documents/USHistory-WEB.pdf","https://assets.openstax.org/oscms-prodcms/media/documents/USHistory-LR_sOGAySW.pdf","https://www.oercommons.org/groups/openstax-u-s-history/1063/?__hub_id=27","https://assets.openstax.org/oscms-prodcms/media/documents/Questions_for_Chapters_28-32.pdf","U.S. History Chapters 28-32 supplemental questions","https://itunes.apple.com/us/book/u.s.-history/id1043205233","","https://cnx.org/contents/a7ba2fb8-8925-4987-b182-5f4429d48daa","https://openstax.org/books/us-history/pages/1-introduction",true,"https://www.bookshare.org/browse/book/1487059?returnPath=L2Jyb3dzZS9hdXRob3I%2FbW9kdWxlTmFtZT1wdWJsaWMma2V5PU9wZW5TdGF4IENvbGxlZ2U%3D",false,"https://buyprint.openstax.org/us-history","https://amzn.to/2XzKvTN",,false,false,true,,,,"a7ba2fb8-8925-4987-b182-5f4429d48daa","<p data-block-key=""nzmkl""><i>U.S. History</i> is designed to meet the scope and sequence requirements of most introductory courses. The text provides a balanced approach to U.S. history, considering the people, events, and ideas that have shaped the United States from both the top down (politics, economics, diplomacy) and bottom up (eyewitness accounts, lived experience). <i>U.S. History</i> covers key forces that form the American experience, with particular attention to issues of race, class, and gender.<br/></p>"
"world-history-volume-1","coming_soon","World History, Volume 1: to 1500","World History","World History",,"2023-04-19","2022-12-02T12:13:12.936000-06:00",,"Humanities",false,"https://assets.openstax.org/oscms-prodcms/media/documents/World_History_volume_1_WebCard.svg","https://assets.openstax.org/oscms-prodcms/media/documents/World_History_volume_1_Titlecard_1.svg","deep-green","green_white",false,,"978-1-711471-41-9",,"978-1-711471-42-6",,"978-1-951693-67-1",,,,,"https://creativecommons.org/licenses/by/4.0/","https://assets.openstax.org/oscms-prodcms/media/documents/WorldHistoryVolume1-DRAFT_ZtHeWoW.pdf",,"https://www.oercommons.org/groups/openstax-world-history/12485/?__hub_id=27",,"","","","https://cnx.org/contents/685e3163-1032-4529-bb3a-f97a54407214","https://openstax.org/books/world-history-volume-1/pages/1-introduction",false,"",false,"","",,false,true,false,,,,"685e3163-1032-4529-bb3a-f97a54407214","<p data-block-key=""ko1gu""><i>World History, Volume 1: to 1500</i> is designed to meet the scope and sequence of a world history course to 1500 offered at both two-year and four-year institutions. Suitable for both majors and non majors <i>World History, Volume 1: to 1500</i> introduces students to a global perspective of history couched in an engaging narrative. Concepts and assessments help students think critically about the issues they encounter so they can broaden their perspective of global history. A special effort has been made to introduce and juxtapose people’s experiences of history for a rich and nuanced discussion. Primary source material represents the cultures being discussed from a firsthand perspective whenever possible. <i>World History, Volume 1: to 1500</i> also includes the work of diverse and underrepresented scholars to ensure a full range of perspectives.</p><p data-block-key=""7nfem"">You can <a href=""https://www.xanedu.com/openstax-pre-order"">sign up to be notified when print copies are available</a>.<br/></p>"
"world-history-volume-2","live","World History, Volume 2: from 1400","World History","World History","a0Z6f00000RIs42EAD","2022-12-14","2022-12-02T12:13:12.936000-06:00",,"Humanities",false,"https://assets.openstax.org/oscms-prodcms/media/documents/World_History_volume_2_WebCard_uh6dUHf.svg","https://assets.openstax.org/oscms-prodcms/media/documents/World_History_volume_2_TitleCard_8mPT7KE.svg","deep-green","white",false,,"978-1-7114714-3-3",,"978-1-711471-44-0",,"978-1-951693-62-6",,,,,"https://creativecommons.org/licenses/by/4.0/","https://assets.openstax.org/oscms-prodcms/media/documents/World_History_Volume_2-WEB.pdf",,"https://www.oercommons.org/groups/openstax-world-history/12485/?__hub_id=27",,"","","","https://cnx.org/contents/685e3163-1032-4529-bb3a-f97a54412704","https://openstax.org/books/world-history-volume-2/pages/1-introduction",false,"",false,"","",,false,true,false,,,,"685e3163-1032-4529-bb3a-f97a54412704","<p data-block-key=""ko1gu""><i>World History, Volume 2: from 1400</i> is designed to meet the scope and sequence of a world history course from 1400 offered at both two-year and four-year institutions. Suitable for both majors and non majors <i>World History, Volume 2: from 1400</i> introduces students to a global perspective of history couched in an engaging narrative. Concepts and assessments help students think critically about the issues they encounter so they can broaden their perspective of global history. A special effort has been made to introduce and juxtapose people’s experiences of history for a rich and nuanced discussion. Primary source material represents the cultures being discussed from a firsthand perspective whenever possible. <i>World History, Volume 2: from 1400</i> also includes the work of diverse and underrepresented scholars to ensure a full range of perspectives.</p><p data-block-key=""7nfem""></p><p data-block-key=""dr0ka"">Print copies of this book will be available for the fall 2023 semester. You can <a href=""https://www.xanedu.com/openstax-pre-order"">sign up to be notified when print copies are available</a>.<br/></p>"
